release_date,release_date_int,release_date_text,year,month,day
11/1/2001,20011101,2001#01#11,2001,11,1
11/17/1995,19951117,1995#17#11,1995,11,17
10/4/2012,20121004,2012#04#10,2012,10,4
7/31/1987,19870731,1987#31#07,1987,7,31
7/27/2006,20060727,2006#27#07,2006,7,27
5/31/1985,19850531,1985#31#05,1985,5,31
3/22/2013,20130322,2013#22#03,2013,3,22
6/23/2016,20160623,2016#23#06,2016,6,23
4/6/2001,20010406,2001#06#04,2001,4,6
4/25/2012,20120425,2012#25#04,2012,4,25
1/14/1999,19990114,1999#14#01,1999,1,14
10/15/1981,19811015,1981#15#10,1981,10,15
9/17/1993,19930917,1993#17#09,1993,9,17
5/26/1977,19770526,1977#26#05,1977,5,26
7/14/2016,20160714,2016#14#07,2016,7,14
2/8/2005,20050208,2005#08#02,2005,2,8
9/2/1999,19990902,1999#02#09,1999,9,2
5/15/2014,20140515,2014#15#05,2014,5,15
11/29/1994,19941129,1994#29#11,1994,11,29
7/18/2009,20090718,2009#18#07,2009,7,18
12/6/2013,20131206,2013#06#12,2013,12,6
2/11/1994,19940211,1994#11#02,1994,2,11
4/5/2013,20130405,2013#05#04,2013,4,5
12/20/1997,19971220,1997#20#12,1997,12,20
9/8/2011,20110908,2011#08#09,2011,9,8
8/5/1988,19880805,1988#05#08,1988,8,5
11/26/1942,19421126,1942#26#11,1942,11,26
10/20/2014,20141020,2014#20#10,2014,10,20
11/1/2006,20061101,2006#01#11,2006,11,1
1/1/1994,19940101,1994#01#01,1994,1,1
9/30/2016,20160930,2016#30#09,2016,9,30
4/30/2004,20040430,2004#30#04,2004,4,30
7/3/2012,20120703,2012#03#07,2012,7,3
6/13/1962,19620613,1962#13#06,1962,6,13
6/27/2007,20070627,2007#27#06,2007,6,27
6/15/1977,19770615,1977#15#06,1977,6,15
2/16/2007,20070216,2007#16#02,2007,2,16
7/29/1983,19830729,1983#29#07,1983,7,29
9/11/2010,20100911,2010#11#09,2010,9,11
7/22/2005,20050722,2005#22#07,2005,7,22
10/11/2012,20121011,2012#11#10,2012,10,11
8/7/2013,20130807,2013#07#08,2013,8,7
3/30/2011,20110330,2011#30#03,2011,3,30
3/16/2006,20060316,2006#16#03,2006,3,16
9/23/2027,20270923,2027#23#09,2027,9,23
12/25/1977,19771225,1977#25#12,1977,12,25
11/24/1993,19931124,1993#24#11,1993,11,24
11/11/1993,19931111,1993#11#11,1993,11,11
10/9/2007,20071009,2007#09#10,2007,10,9
1/26/1953,19530126,1953#26#01,1953,1,26
9/9/2016,20160909,2016#09#09,2016,9,9
9/19/2006,20060919,2006#19#09,2006,9,19
2/5/1953,19530205,1953#05#02,1953,2,5
11/21/1984,19841121,1984#21#11,1984,11,21
4/13/2012,20120413,2012#13#04,2012,4,13
9/7/2013,20130907,2013#07#09,2013,9,7
6/5/2015,20150605,2015#05#06,2015,6,5
9/9/2009,20090909,2009#09#09,2009,9,9
1/22/2009,20090122,2009#22#01,2009,1,22
9/26/2007,20070926,2007#26#09,2007,9,26
7/30/2004,20040730,2004#30#07,2004,7,30
2/19/1971,19710219,1971#19#02,1971,2,19
8/9/1985,19850809,1985#09#08,1985,8,9
7/15/2016,20160715,2016#15#07,2016,7,15
2/10/2008,20080210,2008#10#02,2008,2,10
5/7/1997,19970507,1997#07#05,1997,5,7
3/9/2012,20120309,2012#09#03,2012,3,9
5/16/2014,20140516,2014#16#05,2014,5,16
9/9/1993,19930909,1993#09#09,1993,9,9
10/6/1980,19801006,1980#06#10,1980,10,6
3/22/1968,19680322,1968#22#03,1968,3,22
2/8/2013,20130208,2013#08#02,2013,2,8
8/28/1936,19360828,1936#28#08,1936,8,28
1/1/1985,19850101,1985#01#01,1985,1,1
7/18/2013,20130718,2013#18#07,2013,7,18
12/25/1997,19971225,1997#25#12,1997,12,25
10/11/2002,20021011,2002#11#10,2002,10,11
5/17/2006,20060517,2006#17#05,2006,5,17
3/11/2010,20100311,2010#11#03,2010,3,11
9/13/1998,19980913,1998#13#09,1998,9,13
9/12/2014,20140912,2014#12#09,2014,9,12
12/19/1978,19781219,1978#19#12,1978,12,19
11/12/2010,20101112,2010#12#11,2010,11,12
9/18/2010,20100918,2010#18#09,2010,9,18
10/25/2013,20131025,2013#25#10,2013,10,25
1/12/2017,20170112,2017#12#01,2017,1,12
4/20/2000,20000420,2000#20#04,2000,4,20
7/22/1987,19870722,1987#22#07,1987,7,22
5/22/1981,19810522,1981#22#05,1981,5,22
11/18/2005,20051118,2005#18#11,2005,11,18
7/17/1987,19870717,1987#17#07,1987,7,17
8/21/1987,19870821,1987#21#08,1987,8,21
9/1/2000,20000901,2000#01#09,2000,9,1
8/5/2011,20110805,2011#05#08,2011,8,5
5/19/2010,20100519,2010#19#05,2010,5,19
6/21/1996,19960621,1996#21#06,1996,6,21
10/25/2002,20021025,2002#25#10,2002,10,25
1/20/2010,20100120,2010#20#01,2010,1,20
5/5/2016,20160505,2016#05#05,2016,5,5
8/22/1986,19860822,1986#22#08,1986,8,22
10/6/2000,20001006,2000#06#10,2000,10,6
12/17/2010,20101217,2010#17#12,2010,12,17
4/28/2008,20080428,2008#28#04,2008,4,28
4/21/2016,20160421,2016#21#04,2016,4,21
9/22/1978,19780922,1978#22#09,1978,9,22
6/11/2011,20110611,2011#11#06,2011,6,11
8/18/2010,20100818,2010#18#08,2010,8,18
3/23/2017,20170323,2017#23#03,2017,3,23
9/19/2014,20140919,2014#19#09,2014,9,19
9/2/2011,20110902,2011#02#09,2011,9,2
12/17/1957,19571217,1957#17#12,1957,12,17
8/31/2007,20070831,2007#31#08,2007,8,31
7/13/2010,20100713,2010#13#07,2010,7,13
9/14/2007,20070914,2007#14#09,2007,9,14
8/11/2005,20050811,2005#11#08,2005,8,11
9/12/2007,20070912,2007#12#09,2007,9,12
10/7/1988,19881007,1988#07#10,1988,10,7
9/13/2005,20050913,2005#13#09,2005,9,13
5/11/2010,20100511,2010#11#05,2010,5,11
10/9/2003,20031009,2003#09#10,2003,10,9
8/12/1983,19830812,1983#12#08,1983,8,12
8/15/2003,20030815,2003#15#08,2003,8,15
5/2/2012,20120502,2012#02#05,2012,5,2
12/7/2012,20121207,2012#07#12,2012,12,7
10/7/1986,19861007,1986#07#10,1986,10,7
3/17/2002,20020317,2002#17#03,2002,3,17
9/27/2013,20130927,2013#27#09,2013,9,27
10/2/2002,20021002,2002#02#10,2002,10,2
10/20/1936,19361020,1936#20#10,1936,10,20
11/20/2015,20151120,2015#20#11,2015,11,20
4/10/2007,20070410,2007#10#04,2007,4,10
11/4/2005,20051104,2005#04#11,2005,11,4
5/15/2008,20080515,2008#15#05,2008,5,15
7/13/2001,20010713,2001#13#07,2001,7,13
10/12/1989,19891012,1989#12#10,1989,10,12
1/20/1995,19950120,1995#20#01,1995,1,20
4/11/1997,19970411,1997#11#04,1997,4,11
10/6/2010,20101006,2010#06#10,2010,10,6
8/25/1975,19750825,1975#25#08,1975,8,25
4/4/2003,20030404,2003#04#04,2003,4,4
9/15/1989,19890915,1989#15#09,1989,9,15
5/1/1992,19920501,1992#01#05,1992,5,1
10/1/1993,19931001,1993#01#10,1993,10,1
11/25/2011,20111125,2011#25#11,2011,11,25
9/26/2012,20120926,2012#26#09,2012,9,26
11/12/1993,19931112,1993#12#11,1993,11,12
4/14/2011,20110414,2011#14#04,2011,4,14
4/24/2009,20090424,2009#24#04,2009,4,24
3/1/2014,20140301,2014#01#03,2014,3,1
7/8/2000,20000708,2000#08#07,2000,7,8
1/1/2010,20100101,2010#01#01,2010,1,1
6/12/1998,19980612,1998#12#06,1998,6,12
10/21/1942,19421021,1942#21#10,1942,10,21
3/7/2012,20120307,2012#07#03,2012,3,7
9/13/2000,20000913,2000#13#09,2000,9,13
8/27/1964,19640827,1964#27#08,1964,8,27
6/29/2001,20010629,2001#29#06,2001,6,29
5/4/1984,19840504,1984#04#05,1984,5,4
7/22/1977,19770722,1977#22#07,1977,7,22
3/29/2008,20080329,2008#29#03,2008,3,29
8/7/1987,19870807,1987#07#08,1987,8,7
10/27/1989,19891027,1989#27#10,1989,10,27
9/10/2015,20150910,2015#10#09,2015,9,10
11/12/2016,20161112,2016#12#11,2016,11,12
2/9/2007,20070209,2007#09#02,2007,2,9
12/18/1969,19691218,1969#18#12,1969,12,18
10/25/2013,20131025,2013#25#10,2013,10,25
4/16/1992,19920416,1992#16#04,1992,4,16
6/15/1990,19900615,1990#15#06,1990,6,15
12/7/1983,19831207,1983#07#12,1983,12,7
5/25/1932,19320525,1932#25#05,1932,5,25
6/15/1973,19730615,1973#15#06,1973,6,15
3/5/1954,19540305,1954#05#03,1954,3,5
7/11/1986,19860711,1986#11#07,1986,7,11
12/14/1984,19841214,1984#14#12,1984,12,14
1/30/1998,19980130,1998#30#01,1998,1,30
2/1/2008,20080201,2008#01#02,2008,2,1
10/24/1978,19781024,1978#24#10,1978,10,24
3/16/1983,19830316,1983#16#03,1983,3,16
12/22/2000,20001222,2000#22#12,2000,12,22
1/28/1994,19940128,1994#28#01,1994,1,28
1/23/1998,19980123,1998#23#01,1998,1,23
4/18/2014,20140418,2014#18#04,2014,4,18
1/31/2013,20130131,2013#31#01,2013,1,31
1/14/2008,20080114,2008#14#01,2008,1,14
11/19/1980,19801119,1980#19#11,1980,11,19
10/19/1939,19391019,1939#19#10,1939,10,19
6/29/2016,20160629,2016#29#06,2016,6,29
9/4/2008,20080904,2008#04#09,2008,9,4
7/6/2001,20010706,2001#06#07,2001,7,6
7/1/2011,20110701,2011#01#07,2011,7,1
8/3/2001,20010803,2001#03#08,2001,8,3
10/1/2014,20141001,2014#01#10,2014,10,1
1/14/2010,20100114,2010#14#01,2010,1,14
12/12/1966,19661212,1966#12#12,1966,12,12
4/25/2003,20030425,2003#25#04,2003,4,25
2/12/2014,20140212,2014#12#02,2014,2,12
12/1/2016,20161201,2016#01#12,2016,12,1
10/2/1980,19801002,1980#02#10,1980,10,2
3/22/1985,19850322,1985#22#03,1985,3,22
11/12/2014,20141112,2014#12#11,2014,11,12
7/11/1980,19800711,1980#11#07,1980,7,11
9/1/2006,20060901,2006#01#09,2006,9,1
5/27/2015,20150527,2015#27#05,2015,5,27
12/8/2004,20041208,2004#08#12,2004,12,8
5/21/2007,20070521,2007#21#05,2007,5,21
10/28/1994,19941028,1994#28#10,1994,10,28
5/21/2008,20080521,2008#21#05,2008,5,21
9/12/2008,20080912,2008#12#09,2008,9,12
9/30/2005,20050930,2005#30#09,2005,9,30
2/8/2011,20110208,2011#08#02,2011,2,8
5/4/1990,19900504,1990#04#05,1990,5,4
4/3/1991,19910403,1991#03#04,1991,4,3
1/22/1982,19820122,1982#22#01,1982,1,22
8/31/2012,20120831,2012#31#08,2012,8,31
6/19/2009,20090619,2009#19#06,2009,6,19
9/16/2005,20050916,2005#16#09,2005,9,16
1/12/2011,20110112,2011#12#01,2011,1,12
10/29/2007,20071029,2007#29#10,2007,10,29
10/17/1975,19751017,1975#17#10,1975,10,17
9/12/1999,19990912,1999#12#09,1999,9,12
9/6/2008,20080906,2008#06#09,2008,9,6
4/5/2012,20120405,2012#05#04,2012,4,5
10/25/2002,20021025,2002#25#10,2002,10,25
2/5/2012,20120205,2012#05#02,2012,2,5
9/10/2015,20150910,2015#10#09,2015,9,10
2/12/1988,19880212,1988#12#02,1988,2,12
10/3/1997,19971003,1997#03#10,1997,10,3
12/24/2013,20131224,2013#24#12,2013,12,24
3/9/1955,19550309,1955#09#03,1955,3,9
7/6/2011,20110706,2011#06#07,2011,7,6
7/22/1977,19770722,1977#22#07,1977,7,22
10/21/2011,20111021,2011#21#10,2011,10,21
10/31/1967,19671031,1967#31#10,1967,10,31
8/11/2006,20060811,2006#11#08,2006,8,11
1/9/1997,19970109,1997#09#01,1997,1,9
11/22/2010,20101122,2010#22#11,2010,11,22
6/29/2017,20170629,2017#29#06,2017,6,29
12/6/2005,20051206,2005#06#12,2005,12,6
11/5/2015,20151105,2015#05#11,2015,11,5
11/3/1973,19731103,1973#03#11,1973,11,3
12/12/1980,19801212,1980#12#12,1980,12,12
9/3/2013,20130903,2013#03#09,2013,9,3
5/15/2012,20120515,2012#15#05,2012,5,15
12/24/2025,20251224,2025#24#12,2025,12,24
4/10/2009,20090410,2009#10#04,2009,4,10
3/6/1981,19810306,1981#06#03,1981,3,6
11/6/2009,20091106,2009#06#11,2009,11,6
7/29/2013,20130729,2013#29#07,2013,7,29
1/15/2015,20150115,2015#15#01,2015,1,15
10/3/1955,19551003,1955#03#10,1955,10,3
3/1/2000,20000301,2000#01#03,2000,3,1
8/10/2011,20110810,2011#10#08,2011,8,10
9/12/2008,20080912,2008#12#09,2008,9,12
1/23/2005,20050123,2005#23#01,2005,1,23
4/5/1966,19660405,1966#05#04,1966,4,5
5/17/2012,20120517,2012#17#05,2012,5,17
12/18/1996,19961218,1996#18#12,1996,12,18
3/4/2008,20080304,2008#04#03,2008,3,4
1/20/2017,20170120,2017#20#01,2017,1,20
8/3/2001,20010803,2001#03#08,2001,8,3
10/27/2006,20061027,2006#27#10,2006,10,27
9/27/2007,20070927,2007#27#09,2007,9,27
2/4/2016,20160204,2016#04#02,2016,2,4
3/18/1959,19590318,1959#18#03,1959,3,18
9/12/2009,20090912,2009#12#09,2009,9,12
2/7/1997,19970207,1997#07#02,1997,2,7
3/7/2003,20030307,2003#07#03,2003,3,7
2/11/2011,20110211,2011#11#02,2011,2,11
9/10/2006,20060910,2006#10#09,2006,9,10
10/19/2011,20111019,2011#19#10,2011,10,19
4/6/2006,20060406,2006#06#04,2006,4,6
10/18/1996,19961018,1996#18#10,1996,10,18
4/28/2000,20000428,2000#28#04,2000,4,28
10/9/2012,20121009,2012#09#10,2012,10,9
11/1/2012,20121101,2012#01#11,2012,11,1
7/17/2014,20140717,2014#17#07,2014,7,17
5/19/2015,20150519,2015#19#05,2015,5,19
7/29/2005,20050729,2005#29#07,2005,7,29
6/8/2007,20070608,2007#08#06,2007,6,8
9/27/1997,19970927,1997#27#09,1997,9,27
8/15/1996,19960815,1996#15#08,1996,8,15
5/15/2016,20160515,2016#15#05,2016,5,15
10/13/2016,20161013,2016#13#10,2016,10,13
12/14/2000,20001214,2000#14#12,2000,12,14
4/8/2016,20160408,2016#08#04,2016,4,8
8/6/2008,20080806,2008#06#08,2008,8,6
9/30/2004,20040930,2004#30#09,2004,9,30
9/13/2013,20130913,2013#13#09,2013,9,13
2/18/2016,20160218,2016#18#02,2016,2,18
12/15/1998,19981215,1998#15#12,1998,12,15
10/12/2001,20011012,2001#12#10,2001,10,12
8/20/2015,20150820,2015#20#08,2015,8,20
11/25/2016,20161125,2016#25#11,2016,11,25
3/14/2013,20130314,2013#14#03,2013,3,14
3/10/2016,20160310,2016#10#03,2016,3,10
8/15/1991,19910815,1991#15#08,1991,8,15
2/16/2001,20010216,2001#16#02,2001,2,16
10/6/2011,20111006,2011#06#10,2011,10,6
4/17/1992,19920417,1992#17#04,1992,4,17
7/8/1993,19930708,1993#08#07,1993,7,8
8/21/1981,19810821,1981#21#08,1981,8,21
9/4/2009,20090904,2009#04#09,2009,9,4
5/6/2007,20070506,2007#06#05,2007,5,6
12/2/2015,20151202,2015#02#12,2015,12,2
12/25/2013,20131225,2013#25#12,2013,12,25
9/16/2011,20110916,2011#16#09,2011,9,16
6/14/1985,19850614,1985#14#06,1985,6,14
6/28/2006,20060628,2006#28#06,2006,6,28
6/15/2000,20000615,2000#15#06,2000,6,15
12/25/2012,20121225,2012#25#12,2012,12,25
5/5/2011,20110505,2011#05#05,2011,5,5
10/28/2010,20101028,2010#28#10,2010,10,28
6/15/2005,20050615,2005#15#06,2005,6,15
6/12/2009,20090612,2009#12#06,2009,6,12
7/24/2009,20090724,2009#24#07,2009,7,24
7/21/1989,19890721,1989#21#07,1989,7,21
4/23/2010,20100423,2010#23#04,2010,4,23
12/25/2014,20141225,2014#25#12,2014,12,25
11/24/2004,20041124,2004#24#11,2004,11,24
5/16/2010,20100516,2010#16#05,2010,5,16
5/11/1990,19900511,1990#11#05,1990,5,11
1/31/2003,20030131,2003#31#01,2003,1,31
6/27/1986,19860627,1986#27#06,1986,6,27
7/21/2016,20160721,2016#21#07,2016,7,21
3/17/2017,20170317,2017#17#03,2017,3,17
3/1/1985,19850301,1985#01#03,1985,3,1
3/11/2011,20110311,2011#11#03,2011,3,11
7/20/2014,20140720,2014#20#07,2014,7,20
8/10/1988,19880810,1988#10#08,1988,8,10
6/24/1970,19700624,1970#24#06,1970,6,24
12/16/2010,20101216,2010#16#12,2010,12,16
4/10/1992,19920410,1992#10#04,1992,4,10
4/17/2009,20090417,2009#17#04,2009,4,17
7/23/2007,20070723,2007#23#07,2007,7,23
12/8/1983,19831208,1983#08#12,1983,12,8
2/10/2015,20150210,2015#10#02,2015,2,10
11/23/2005,20051123,2005#23#11,2005,11,23
1/7/1991,19910107,1991#07#01,1991,1,7
12/10/1965,19651210,1965#10#12,1965,12,10
10/10/2014,20141010,2014#10#10,2014,10,10
6/6/2003,20030606,2003#06#06,2003,6,6
10/29/2010,20101029,2010#29#10,2010,10,29
12/17/2004,20041217,2004#17#12,2004,12,17
9/8/1995,19950908,1995#08#09,1995,9,8
7/6/2010,20100706,2010#06#07,2010,7,6
1/14/2005,20050114,2005#14#01,2005,1,14
12/21/2007,20071221,2007#21#12,2007,12,21
6/27/2004,20040627,2004#27#06,2004,6,27
1/17/2013,20130117,2013#17#01,2013,1,17
11/20/1990,19901120,1990#20#11,1990,11,20
6/13/1953,19530613,1953#13#06,1953,6,13
12/17/1982,19821217,1982#17#12,1982,12,17
12/23/2004,20041223,2004#23#12,2004,12,23
9/23/1969,19690923,1969#23#09,1969,9,23
7/16/1993,19930716,1993#16#07,1993,7,16
10/2/2014,20141002,2014#02#10,2014,10,2
9/2/1992,19920902,1992#02#09,1992,9,2
8/7/1992,19920807,1992#07#08,1992,8,7
10/12/2007,20071012,2007#12#10,2007,10,12
2/1/2010,20100201,2010#01#02,2010,2,1
3/16/2011,20110316,2011#16#03,2011,3,16
6/27/2013,20130627,2013#27#06,2013,6,27
8/10/1950,19500810,1950#10#08,1950,8,10
4/25/2008,20080425,2008#25#04,2008,4,25
8/6/2006,20060806,2006#06#08,2006,8,6
1/16/2015,20150116,2015#16#01,2015,1,16
11/8/2013,20131108,2013#08#11,2013,11,8
10/16/1998,19981016,1998#16#10,1998,10,16
8/14/1992,19920814,1992#14#08,1992,8,14
3/21/1980,19800321,1980#21#03,1980,3,21
2/25/2010,20100225,2010#25#02,2010,2,25
9/9/1988,19880909,1988#09#09,1988,9,9
3/10/2017,20170310,2017#10#03,2017,3,10
5/8/2015,20150508,2015#08#05,2015,5,8
1/21/2011,20110121,2011#21#01,2011,1,21
4/11/2003,20030411,2003#11#04,2003,4,11
8/6/2012,20120806,2012#06#08,2012,8,6
1/31/1997,19970131,1997#31#01,1997,1,31
3/8/2011,20110308,2011#08#03,2011,3,8
5/12/2009,20090512,2009#12#05,2009,5,12
9/12/2012,20120912,2012#12#09,2012,9,12
9/30/2010,20100930,2010#30#09,2010,9,30
8/2/2002,20020802,2002#02#08,2002,8,2
12/15/1989,19891215,1989#15#12,1989,12,15
2/24/2012,20120224,2012#24#02,2012,2,24
4/10/1987,19870410,1987#10#04,1987,4,10
10/21/2011,20111021,2011#21#10,2011,10,21
2/4/2016,20160204,2016#04#02,2016,2,4
10/31/2003,20031031,2003#31#10,2003,10,31
8/31/2001,20010831,2001#31#08,2001,8,31
2/21/1997,19970221,1997#21#02,1997,2,21
6/26/2015,20150626,2015#26#06,2015,6,26
4/3/1997,19970403,1997#03#04,1997,4,3
10/30/1995,19951030,1995#30#10,1995,10,30
11/26/2015,20151126,2015#26#11,2015,11,26
2/4/2000,20000204,2000#04#02,2000,2,4
8/19/2015,20150819,2015#19#08,2015,8,19
3/2/2007,20070302,2007#02#03,2007,3,2
9/5/2009,20090905,2009#05#09,2009,9,5
3/9/1984,19840309,1984#09#03,1984,3,9
9/28/1990,19900928,1990#28#09,1990,9,28
11/4/2016,20161104,2016#04#11,2016,11,4
8/4/1982,19820804,1982#04#08,1982,8,4
5/30/2013,20130530,2013#30#05,2013,5,30
9/22/2016,20160922,2016#22#09,2016,9,22
3/16/2006,20060316,2006#16#03,2006,3,16
7/16/2015,20150716,2015#16#07,2015,7,16
3/11/1971,19710311,1971#11#03,1971,3,11
4/3/2002,20020403,2002#03#04,2002,4,3
4/7/1994,19940407,1994#07#04,1994,4,7
1/8/2014,20140108,2014#08#01,2014,1,8
5/11/2001,20010511,2001#11#05,2001,5,11
2/9/1990,19900209,1990#09#02,1990,2,9
1/13/2011,20110113,2011#13#01,2011,1,13
3/2/2011,20110302,2011#02#03,2011,3,2
8/18/1988,19880818,1988#18#08,1988,8,18
12/24/2008,20081224,2008#24#12,2008,12,24
7/10/2003,20030710,2003#10#07,2003,7,10
10/16/2015,20151016,2015#16#10,2015,10,16
2/2/2010,20100202,2010#02#02,2010,2,2
8/17/2011,20110817,2011#17#08,2011,8,17
6/24/2011,20110624,2011#24#06,2011,6,24
4/17/2015,20150417,2015#17#04,2015,4,17
6/5/2014,20140605,2014#05#06,2014,6,5
4/1/1997,19970401,1997#01#04,1997,4,1
5/31/1991,19910531,1991#31#05,1991,5,31
4/22/2016,20160422,2016#22#04,2016,4,22
1/6/2009,20090106,2009#06#01,2009,1,6
3/17/2013,20130317,2013#17#03,2013,3,17
11/25/2003,20031125,2003#25#11,2003,11,25
10/20/2006,20061020,2006#20#10,2006,10,20
3/13/2016,20160313,2016#13#03,2016,3,13
6/12/2014,20140612,2014#12#06,2014,6,12
2/22/2013,20130222,2013#22#02,2013,2,22
11/24/1993,19931124,1993#24#11,1993,11,24
10/7/2011,20111007,2011#07#10,2011,10,7
8/12/1983,19830812,1983#12#08,1983,8,12
8/25/2006,20060825,2006#25#08,2006,8,25
2/21/1996,19960221,1996#21#02,1996,2,21
10/24/2005,20051024,2005#24#10,2005,10,24
7/18/2013,20130718,2013#18#07,2013,7,18
10/7/2010,20101007,2010#07#10,2010,10,7
3/25/1983,19830325,1983#25#03,1983,3,25
2/5/1988,19880205,1988#05#02,1988,2,5
9/28/2013,20130928,2013#28#09,2013,9,28
1/22/1999,19990122,1999#22#01,1999,1,22
3/20/2013,20130320,2013#20#03,2013,3,20
12/11/2015,20151211,2015#11#12,2015,12,11
9/19/2010,20100919,2010#19#09,2010,9,19
5/25/2007,20070525,2007#25#05,2007,5,25
9/1/1999,19990901,1999#01#09,1999,9,1
5/19/1988,19880519,1988#19#05,1988,5,19
6/16/1955,19550616,1955#16#06,1955,6,16
5/2/2008,20080502,2008#02#05,2008,5,2
12/25/2008,20081225,2008#25#12,2008,12,25
6/7/2006,20060607,2006#07#06,2006,6,7
2/17/2017,20170217,2017#17#02,2017,2,17
10/26/1990,19901026,1990#26#10,1990,10,26
8/31/2003,20030831,2003#31#08,2003,8,31
5/21/1975,19750521,1975#21#05,1975,5,21
3/22/2010,20100322,2010#22#03,2010,3,22
1/7/2009,20090107,2009#07#01,2009,1,7
12/3/1951,19511203,1951#03#12,1951,12,3
5/24/2003,20030524,2003#24#05,2003,5,24
3/19/1999,19990319,1999#19#03,1999,3,19
11/14/1986,19861114,1986#14#11,1986,11,14
2/6/2009,20090206,2009#06#02,2009,2,6
9/8/2005,20050908,2005#08#09,2005,9,8
10/11/2012,20121011,2012#11#10,2012,10,11
1/30/1991,19910130,1991#30#01,1991,1,30
3/4/2016,20160304,2016#04#03,2016,3,4
6/9/2017,20170609,2017#09#06,2017,6,9
7/3/2013,20130703,2013#03#07,2013,7,3
8/9/1990,19900809,1990#09#08,1990,8,9
11/25/1945,19451125,1945#25#11,1945,11,25
8/11/2005,20050811,2005#11#08,2005,8,11
10/10/2008,20081010,2008#10#10,2008,10,10
9/19/2013,20130919,2013#19#09,2013,9,19
2/10/1995,19950210,1995#10#02,1995,2,10
12/7/2001,20011207,2001#07#12,2001,12,7
4/28/2009,20090428,2009#28#04,2009,4,28
6/23/2005,20050623,2005#23#06,2005,6,23
1/30/2004,20040130,2004#30#01,2004,1,30
10/1/2014,20141001,2014#01#10,2014,10,1
11/13/1992,19921113,1992#13#11,1992,11,13
3/19/2009,20090319,2009#19#03,2009,3,19
3/11/1983,19830311,1983#11#03,1983,3,11
1/9/2014,20140109,2014#09#01,2014,1,9
5/18/2015,20150518,2015#18#05,2015,5,18
3/10/2017,20170310,2017#10#03,2017,3,10
5/22/1992,19920522,1992#22#05,1992,5,22
6/12/1998,19980612,1998#12#06,1998,6,12
3/31/2000,20000331,2000#31#03,2000,3,31
8/7/1998,19980807,1998#07#08,1998,8,7
9/30/1993,19930930,1993#30#09,1993,9,30
2/21/2003,20030221,2003#21#02,2003,2,21
10/29/1999,19991029,1999#29#10,1999,10,29
8/5/2009,20090805,2009#05#08,2009,8,5
12/1/1984,19841201,1984#01#12,1984,12,1
5/17/2004,20040517,2004#17#05,2004,5,17
2/20/1998,19980220,1998#20#02,1998,2,20
12/21/2000,20001221,2000#21#12,2000,12,21
7/7/1995,19950707,1995#07#07,1995,7,7
4/9/1943,19430409,1943#09#04,1943,4,9
7/26/2001,20010726,2001#26#07,2001,7,26
4/13/1955,19550413,1955#13#04,1955,4,13
6/26/1997,19970626,1997#26#06,1997,6,26
8/22/2008,20080822,2008#22#08,2008,8,22
3/2/2012,20120302,2012#02#03,2012,3,2
3/18/1983,19830318,1983#18#03,1983,3,18
10/9/1971,19711009,1971#09#10,1971,10,9
6/1/1999,19990601,1999#01#06,1999,6,1
6/21/2017,20170621,2017#21#06,2017,6,21
2/8/2008,20080208,2008#08#02,2008,2,8
12/29/2010,20101229,2010#29#12,2010,12,29
7/17/1999,19990717,1999#17#07,1999,7,17
6/15/1979,19790615,1979#15#06,1979,6,15
1/15/1993,19930115,1993#15#01,1993,1,15
9/15/2012,20120915,2012#15#09,2012,9,15
4/30/1999,19990430,1999#30#04,1999,4,30
1/31/2008,20080131,2008#31#01,2008,1,31
4/28/1989,19890428,1989#28#04,1989,4,28
7/12/2013,20130712,2013#12#07,2013,7,12
6/5/1986,19860605,1986#05#06,1986,6,5
12/11/1997,19971211,1997#11#12,1997,12,11
9/9/2015,20150909,2015#09#09,2015,9,9
9/30/2011,20110930,2011#30#09,2011,9,30
10/18/1996,19961018,1996#18#10,1996,10,18
7/28/1993,19930728,1993#28#07,1993,7,28
8/6/2011,20110806,2011#06#08,2011,8,6
6/6/1997,19970606,1997#06#06,1997,6,6
9/16/2005,20050916,2005#16#09,2005,9,16
11/9/1950,19501109,1950#09#11,1950,11,9
2/10/1996,19960210,1996#10#02,1996,2,10
2/4/1998,19980204,1998#04#02,1998,2,4
4/16/2004,20040416,2004#16#04,2004,4,16
11/15/2012,20121115,2012#15#11,2012,11,15
6/24/1977,19770624,1977#24#06,1977,6,24
8/9/2013,20130809,2013#09#08,2013,8,9
2/14/2014,20140214,2014#14#02,2014,2,14
6/25/2007,20070625,2007#25#06,2007,6,25
11/12/1982,19821112,1982#12#11,1982,11,12
7/7/1959,19590707,1959#07#07,1959,7,7
12/20/1981,19811220,1981#20#12,1981,12,20
8/18/1967,19670818,1967#18#08,1967,8,18
7/19/1985,19850719,1985#19#07,1985,7,19
10/19/2000,20001019,2000#19#10,2000,10,19
6/2/1989,19890602,1989#02#06,1989,6,2
9/27/1994,19940927,1994#27#09,1994,9,27
8/31/1949,19490831,1949#31#08,1949,8,31
9/12/1994,19940912,1994#12#09,1994,9,12
9/12/2012,20120912,2012#12#09,2012,9,12
10/1/2010,20101001,2010#01#10,2010,10,1
5/3/1996,19960503,1996#03#05,1996,5,3
11/11/2010,20101111,2010#11#11,2010,11,11
7/16/2008,20080716,2008#16#07,2008,7,16
10/5/2001,20011005,2001#05#10,2001,10,5
9/12/1989,19890912,1989#12#09,1989,9,12
